,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,WHITE_ELO,BLACK_ELO,WINNER
9855,0,0,-3,-5,0,-5,-1000000,0,-1,0,-9,0,-3,-1,0,-1,0,-1,0,0,0,0,-1,0,0,1,0,0,-1,0,3,-3,3,0,1,-1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,1,3,0,0,0,3,0,9,5,1000000,0,533,2275,1
9856,0,-3,-3,-9,0,-5,-1000000,0,0,-5,0,0,-3,-1,0,-1,0,1,3,-1,-1,-3,0,0,-1,1,0,0,0,0,0,0,3,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,3,1,0,1,1,3,1,5,0,0,9,1000000,0,0,5,492,1988,1
9857,0,0,0,0,-1000000,0,0,0,-1,0,-1,-3,0,0,0,0,0,-5,-3,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,-3,0,1,1,0,0,0,0,1000000,0,5,0,3,5,0,0,0,0,824,1071,1
9858,0,-5,-3,0,-1000000,0,0,0,0,0,0,0,0,0,-3,0,-1,0,-3,-9,0,-3,-1,0,1,0,-1,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,1,0,9,0,-5,3,1,0,3,0,1,1,0,5,0,0,0,0,5,1000000,0,314,379,1
9859,-5,0,0,0,-1000000,0,0,-5,-1,-1,0,0,0,-1,-3,-1,0,-9,0,0,-1,0,0,0,0,-3,0,0,1,0,0,0,0,-3,0,-3,0,0,1,0,0,1,9,0,0,0,0,0,1,5,1,0,3,1,0,1,0,0,0,0,1000000,3,0,5,2029,1439,-1
9860,0,-1000000,0,-5,0,0,0,-5,-1,-1,-3,-3,-9,-1,-1,0,-3,0,-1,0,-3,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,-1,1,0,0,0,1,0,0,1,0,3,1,0,0,0,9,3,3,1,0,1,0,5,3,0,0,5,1000000,0,703,1906,1
9861,0,-5,0,0,0,-5,-1000000,0,0,0,0,-3,0,0,-1,0,-1,0,0,0,-1,0,-9,-1,1,0,-1,0,1,0,0,0,0,0,3,-3,0,0,3,0,5,-1,0,-3,0,3,0,1,0,1,0,9,0,0,1,1000000,0,0,3,0,0,5,0,0,1981,1998,1
9862,0,-1000000,0,-5,0,0,0,0,3,-1,-3,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-9,0,0,3,0,0,3,-3,1,1,0,0,0,0,-3,1,0,0,1,1,0,0,1,0,0,5,0,3,0,5,0,1000000,0,2166,1378,-1
9863,0,0,-5,-5,0,0,-1000000,0,-1,0,-9,0,0,-1,-1,0,0,0,0,0,-1,-3,0,0,0,-1,0,-1,0,0,0,-1,0,0,-3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,0,1,0,0,9,5,5,0,0,3,1000000,0,898,483,-1
9864,0,-3,-3,0,0,0,-1000000,0,0,0,0,0,-9,0,-5,-3,0,-3,-1,0,-1,0,0,-1,-5,-1,0,-1,1,0,-1,1,0,0,0,1,0,0,9,0,0,0,0,3,0,5,1,0,-1,3,1,0,0,1,0,0,0,0,0,5,0,1000000,0,0,1880,1619,-1
9865,-5,-3,0,0,-5,0,-1000000,0,0,0,0,0,-9,-1,-1,0,0,0,-1,-3,0,-3,0,-1,0,-1,3,0,-1,0,0,0,0,0,0,-1,1,0,-3,0,0,5,0,1,0,3,0,0,1,0,1,0,0,1,1,1,5,0,0,0,9,3,1000000,0,267,2487,1
9866,0,0,-5,0,0,-5,-1000000,0,-1,-3,0,-3,0,-1,-1,-1,0,-1,0,-3,-9,-3,0,0,0,0,0,-1,-1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,3,0,1,1,1,0,3,5,9,0,5,1000000,0,1773,2428,1
9867,-5,0,0,-9,-1000000,-3,0,-5,0,0,0,-3,-3,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,1,-3,0,0,0,0,3,0,3,0,0,0,0,1,1,1,0,0,1,1,1,5,0,3,9,5,0,1000000,0,1263,1508,1
9868,-5,0,-3,0,-3,0,-5,-1000000,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,9,0,-1,0,0,-3,0,1,0,-1,1,0,0,1,0,0,0,1,0,3,1,0,-9,0,0,3,3,1000000,0,0,0,0,5,0,0,0,5,0,675,2404,1
9869,0,-5,0,0,-1000000,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-3,1,-3,0,-1,0,0,0,-1,3,1,0,0,-1,0,1,1,0,0,0,-9,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,5,0,1000000,1522,1842,1
9870,0,0,0,0,0,0,-3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-1,-1000000,-1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,-3,0,-9,1,1,0,-5,0,0,0,3,0,0,0,0,0,9,0,5,1000000,2265,796,-1
9871,5,0,0,-3,-1000000,0,0,0,0,0,-5,0,0,0,0,-9,0,-1,0,0,0,1,3,0,0,1,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,0,1,0,0,-3,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1000000,1568,2294,1
9872,0,0,-3,0,0,-5,-1000000,0,0,-1,-9,0,0,0,-3,0,-5,0,0,0,0,-1,0,0,0,0,1,-1,0,0,-1,3,0,1,0,0,3,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,3,9,1,1,3,5,0,0,0,5,0,0,1000000,1520,2092,1
9873,0,0,-5,0,0,-3,0,-5,0,0,0,0,-1000000,0,-1,0,-1,0,0,-1,-3,0,3,0,-3,-1,0,0,-1,0,1,0,0,1,0,-9,1,0,0,0,3,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,5,0,3,0,5,0,1000000,0,616,587,-1
9874,-5,0,-5,0,0,0,-1000000,0,0,-1,0,0,0,-1,0,-1,0,-9,0,0,-1,-3,-1,0,-1,-3,0,0,1,0,0,0,0,0,-1,0,0,0,0,9,0,3,0,3,3,0,0,1,1,1,0,0,0,0,1,0,5,0,0,0,0,1000000,0,5,434,1160,1
9875,0,-9,0,0,0,0,0,-5,0,0,0,0,0,-1000000,0,0,3,3,0,-3,-1,-3,0,0,0,1,0,0,-1,-1,-1,-1,1,0,3,0,0,0,0,0,0,-5,0,0,0,0,1,0,0,1,0,0,3,1,0,1,0,0,5,0,0,5,1000000,0,481,760,1
9876,-5,-3,-3,-9,0,-5,-1000000,0,-1,-1,0,0,-3,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,3,-1,0,0,0,0,0,-1,-1,0,0,0,3,0,0,0,1,0,0,1,0,1,1,1,0,1,1,3,1,5,0,9,0,0,5,1000000,0,483,841,1
9877,-5,0,0,0,-1000000,-3,-5,0,-1,0,-9,0,0,-1,-1,0,-3,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,0,1,-1,-1,9,0,1,1,0,0,0,3,0,0,3,0,5,0,1,1,0,0,0,0,0,5,0,0,0,1000000,3,3,0,1769,1971,1
9878,0,-3,-3,-3,-1000000,0,0,-5,-5,0,-9,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,3,0,0,0,0,0,1,0,3,0,1,0,0,5,0,0,3,1000000,0,0,1342,559,-1
9879,0,0,0,0,0,-3,-1000000,0,0,0,0,0,0,-1,0,-1,-5,1,-9,0,-3,0,-1,0,3,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,1,-1,3,0,0,1,-3,0,0,3,0,0,0,0,1,0,0,0,0,5,1000000,0,0,0,5,357,1259,1
9880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1000000,0,0,0,0,-1,0,0,0,0,0,-1,0,3,-3,0,3,0,0,1,0,0,0,0,0,-1,-5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000000,516,489,-1
9881,0,0,0,-5,0,-5,-1000000,0,0,0,0,-9,0,0,-3,0,0,0,1,0,-3,0,0,-1,-1,5,0,0,-1,0,0,-3,0,0,1,0,3,-1,-1,0,1,0,0,1,0,0,1,0,0,0,0,3,1,1,3,0,0,0,0,0,9,5,1000000,0,297,2488,1
9882,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,-1000000,-1,0,0,0,3,-3,-1,0,0,0,-5,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,0,0,1,0,0,3,0,0,0,0,0,5,0,1000000,0,0,0,0,0,0,0,0,5,351,1518,1
9883,-5,-9,0,0,-5,0,-1000000,0,-1,0,0,0,0,-1,-3,-1,0,-1,0,0,-1,0,-1,0,0,3,-3,0,1,0,0,0,0,0,-1,0,0,3,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,5,0,9,1000000,0,0,5,686,1380,1
9884,-5,0,-3,-9,-3,-1000000,0,-5,-1,-1,0,-1,0,-1,0,0,0,0,0,1,0,-3,0,-3,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,3,0,3,3,1,0,1,0,3,9,1,0,0,0,0,5,0,5,0,1000000,0,296,1206,1
9885,0,0,0,0,0,-5,0,0,5,0,0,0,0,-1,-1,-1000000,0,0,-1,0,0,0,0,-1,1,0,0,-3,0,0,0,0,0,-5,0,0,0,0,1,0,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,689,-1
9886,0,0,0,0,0,0,0,0,-1,0,0,0,-3,1,-1000000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,1,0,0,-1,0,3,0,1,0,0,0,3,0,0,0,0,0,0,5,0,1000000,0,766,1995,1
9887,0,0,0,-5,0,-1000000,0,0,0,9,-3,0,-9,0,-1,0,0,0,-1,0,0,-5,1,-1,0,0,0,-3,0,0,0,1,1,0,-3,1,0,1,0,0,0,0,0,0,1,5,1000000,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1183,347,-1
9888,-5,0,-3,0,-9,0,0,0,-1,-1,0,0,0,0,-1000000,0,0,0,0,-3,0,-3,0,0,0,0,0,0,-1,0,-1,-5,0,0,3,1,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,9,1,1,0,0,0,3,5,0,0,1000000,0,445,824,1
9889,0,0,0,0,-5,0,-1000000,0,0,0,-5,-3,0,-1,-3,-1,-1,-9,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,1,0,1,0,0,0,3,0,0,0,0,3,0,1,1,3,0,0,0,0,9,0,5,1000000,0,659,757,1
9890,0,0,0,0,-5,0,-1000000,0,0,-1,0,0,0,-1,-1,-1,0,0,1,-3,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,1,1,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1000000,0,0,1823,2159,1
9891,-5,0,0,0,0,0,-1000000,0,-9,0,0,0,0,0,-1,-1,0,0,-1,9,0,-3,0,0,0,0,0,-1,0,1,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,-3,0,0,1,0,1,1,0,3,0,5,3,0,5,0,1000000,0,0,0,0,363,1930,1
9892,0,0,0,0,0,0,0,0,0,0,5,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-1000000,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-3,0,1,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1845,1
9893,0,-1000000,0,-5,-5,0,0,0,0,-1,0,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,1,-1,1,0,0,0,1,-1,0,3,0,5,0,0,0,1,0,1000000,0,0,0,0,0,0,0,0,1997,1962,-1
9894,0,0,-5,-5,0,0,-1000000,0,0,0,0,0,-3,-1,-1,-1,0,-9,0,0,0,-3,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,1,3,0,0,0,9,1,0,0,3,1,0,1,0,0,3,1,1,0,1,5,0,0,0,0,5,0,1000000,254,2016,1
9895,0,0,0,0,0,-5,0,0,-1,0,0,-3,0,0,0,-1000000,0,-1,0,0,0,0,0,-1,0,1,-1,0,-3,0,0,0,0,0,1,-1,1,3,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-3,0,0,0,0,9,0,0,5,0,1000000,0,757,503,-1
9896,-5,0,-5,0,0,0,-1000000,0,-1,0,0,-1,-9,0,-3,-1,-3,0,0,0,-1,0,-1,0,0,-1,0,-3,0,3,0,0,0,1,0,3,0,0,0,0,0,9,0,0,0,3,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,5,1000000,0,1061,792,-1
9897,0,0,0,-5,0,0,-1000000,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,1,0,1,0,1,3,-3,1,0,-9,0,0,0,0,0,0,0,0,0,0,9,0,1000000,0,698,541,-1
9898,-5,0,-3,0,-1000000,0,0,-5,0,-1,0,0,0,-1,0,0,-1,0,0,-9,-1,-3,0,-1,0,0,0,-1,-3,0,0,1,0,0,0,3,0,3,1,0,0,0,0,1,0,0,0,3,1,1,1,0,9,0,0,0,0,0,1000000,5,0,0,0,5,1970,1286,-1
9899,-5,-3,0,-9,0,0,0,0,-1,0,0,-3,-3,-1000000,0,-5,0,-1,0,0,-1,-3,0,0,0,3,-1,-1,0,0,0,-1,1,0,0,0,0,1,-1,3,0,3,1,1,0,0,3,0,0,1,0,0,9,0,1,1,5,0,0,0,5,0,1000000,0,654,836,1
9900,-3,0,0,0,0,-5,0,0,0,0,0,0,0,0,-1000000,0,-1,0,0,-1,0,-3,-1,0,9,0,-1,0,-9,0,0,-1,0,0,1,0,1,0,0,0,1,-5,0,1,3,0,1,0,0,0,0,0,0,0,3,1,0,0,0,3,0,5,1000000,0,1665,904,-1
9901,-3,0,0,-5,0,0,0,-1000000,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,-1,-1,0,1,0,3,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,1000000,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1843,1117,-1
9902,0,-1000000,0,-5,0,-3,0,0,-1,-1,0,0,0,-1,0,0,0,0,-3,0,0,1,0,0,-9,0,-1,3,-1,0,-1,0,0,0,1,0,1,0,0,-1,0,0,0,1,9,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,1000000,0,1276,475,-1
9903,-5,0,-3,0,-1000000,0,-5,0,-3,0,0,0,0,0,0,0,0,0,-1,0,-1,-9,0,0,0,0,-3,-1,0,-1,0,-1,5,0,0,1,-3,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,3,3,0,1,0,0,0,0,9,3,5,3,1000000,1610,752,-1
9904,0,0,-1000000,-5,0,-3,0,-5,0,-1,-1,0,-9,-1,0,0,-1,0,0,0,0,1,-3,-1,0,0,0,0,0,0,-1,0,1,0,3,-1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,3,0,5,0,3,9,0,5,1000000,0,214,1939,1
9905,-5,0,-3,0,0,-1000000,0,0,-1,-1,9,0,-3,-1,-5,-1,0,0,-3,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,0,3,1,1,0,0,0,5,0,0,1000000,3,0,5,2367,293,-1
9906,-5,0,0,0,0,-5,-1000000,0,0,0,-9,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,9,0,1,1,0,0,0,1,0,0,3,0,-3,1000000,0,0,1,0,0,0,0,0,0,0,3,0,-3,1950,1461,-1
9907,0,-1000000,0,0,0,0,-5,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-3,0,0,0,3,0,0,0,0,-3,1,0,1,0,1,0,0,1,0,0,0,0,0,3,1,5,0,0,0,0,0,0,1000000,568,1366,1
9908,0,0,0,0,0,0,-9,-1000000,0,-1,0,0,0,-5,0,0,0,0,0,-3,-1,0,0,-1,-1,0,0,-1,1,0,0,-3,1,0,-1,1,0,0,0,-1,0,-3,1,0,3,1,0,0,5,1,0,0,0,0,0,1000000,0,9,0,0,3,0,0,0,1973,983,-1
9909,0,0,0,-9,-3,-5,0,-1000000,0,0,0,-3,3,-1,-3,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,-3,0,3,1,1,0,0,0,3,9,1,3,0,0,-5,0,5,0,0,1000000,0,895,835,-1
9910,-5,0,0,-9,-5,0,-1000000,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,1,1,-1,0,-3,-3,0,0,3,0,3,0,0,0,1,1,0,9,0,1,1,1,5,0,0,0,0,5,1000000,0,621,883,1
9911,3,0,-3,-9,0,0,0,-5,0,-1,0,0,-1000000,-1,0,-1,-1,0,-3,0,0,-3,0,-3,0,0,-1,-1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,9,1,0,3,1,5,0,0,0,0,5,1000000,0,1907,397,-1
9912,-5,0,0,-9,0,-1000000,-3,-5,0,0,0,0,0,-1,-1,0,0,-1,1,-3,0,-3,0,-1,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,0,0,1,0,0,0,0,3,9,1,0,1,1,1,0,0,5,0,1000000,0,3,5,1167,1094,-1
9913,0,0,0,0,0,-5,0,-1000000,0,-9,0,0,0,0,0,-1,-1,0,0,0,0,-3,0,0,1,0,0,0,0,-1,0,0,0,0,0,3,0,0,0,0,0,3,3,0,-3,0,0,1,0,1,0,0,3,9,0,1000000,5,0,0,0,0,0,0,0,656,1293,1
9914,-5,0,0,0,0,-5,-1000000,0,0,-1,0,1,-3,-1,-1,0,0,0,-3,0,0,0,-3,0,-1,0,3,0,-1,0,-1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,3,0,1,0,0,0,0,0,5,1000000,0,0,0,1509,1300,-1
9915,-5,0,-3,-3,0,0,-1000000,-5,0,-3,-9,-3,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,1,-1,0,0,0,5,1,-1,0,1,0,3,-1,0,0,1,0,3,0,0,1,0,0,3,0,3,1,1,0,5,0,9,0,0,0,0,1000000,2141,1476,-1
9916,0,0,-1000000,0,0,0,0,-5,0,0,-9,0,-1,0,0,-1,3,0,1,-5,-3,0,0,1,0,0,9,-1,-3,0,0,0,0,0,0,1,0,0,-1,0,1,3,0,0,1,0,0,0,0,3,0,0,0,1,-1,0,0,5,0,0,1000000,0,5,0,447,517,1
9917,-5,0,-5,0,0,0,-1000000,0,0,0,0,0,-3,0,-1,-1,0,0,-1,0,-9,-1,-3,0,-1,0,0,0,0,0,0,0,9,-3,0,1,0,3,0,1,0,0,0,0,3,0,1,0,0,1,0,0,1,1,3,0,0,0,5,5,0,0,1000000,0,1230,1441,1
9918,-5,0,0,0,5,0,0,0,-3,3,0,-3,0,-1,-1000000,0,0,0,-1,0,0,-9,-3,-1,0,3,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,3,0,0,0,1,0,9,0,1,1,0,0,0,0,0,0,0,1000000,0,930,1078,1
9919,0,0,-1000000,-5,0,0,0,-5,0,-1,-1,0,0,-1,-3,-1,-1,0,-3,0,0,0,-9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,3,0,1,0,0,0,1,0,1,0,1,1,0,1,-3,1,0,0,0,0,5,0,1000000,0,2074,1624,-1
9920,-5,0,0,0,-9,0,0,-5,3,-1,0,0,0,-1000000,-1,-1,0,3,-1,0,-3,-1,0,0,0,0,0,0,-1,0,0,0,0,-3,3,0,1,-3,0,1,1,0,0,0,0,3,1,0,0,1,9,0,0,1,0,0,0,0,0,5,0,1000000,0,5,2099,2113,1
9921,0,9,0,-3,-1000000,0,-3,-5,-1,0,-3,0,0,-1,-1,-1,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,3,1,3,0,1,0,1,1,1,0,0,1,0,1,5,0,0,0,1000000,3,0,5,883,866,-1
9922,0,-3,0,0,0,-5,-1000000,0,0,0,0,-9,-3,-1,-1,0,0,-1,-1,0,-1,0,0,-1,0,0,1,-1,0,0,0,0,-5,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9,0,0,1,-3,0,0,0,3,0,1000000,0,0,5,1129,232,-1
9923,-5,0,0,0,0,-5,-1000000,0,-1,-1,0,-9,0,0,-1,0,0,0,0,0,3,-1,0,0,0,0,-1,0,0,0,0,-1,0,1,1,-1,0,1,0,-3,0,0,0,1,-3,0,0,0,1,0,0,3,1,5,0,0,5,0,0,9,3,0,1000000,0,1732,1699,-1
9924,-5,0,0,-9,0,-5,-1000000,0,0,0,0,-3,-3,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-3,0,0,0,-1,3,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,9,3,0,1,0,1,0,0,5,0,0,0,1000000,3,3,5,2071,2322,1
9925,0,0,0,-5,0,-3,0,-5,-1000000,0,-1,0,0,0,0,0,0,-1,0,0,-3,3,-1,-1,0,0,0,0,-1,0,0,0,-9,1,0,0,9,-1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,5,0,0,0,1000000,3,0,5,408,928,1
9926,0,0,0,0,0,0,-1000000,0,0,0,0,-5,0,-1,-1,-5,-1,0,0,0,0,0,0,-1,3,-1,0,-1,-1,0,-3,0,0,0,0,0,0,0,3,1,1,0,0,-3,0,0,1,0,0,1,1,0,0,0,9,0,0,0,5,0,0,1000000,0,5,1007,1088,1
9927,-5,0,0,0,0,-9,-1000000,0,0,0,0,-3,0,-1,0,0,0,-1,3,1,0,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,5,0,1000000,0,1067,1771,1
9928,0,0,0,0,-1000000,0,0,0,0,-1,-1,-3,0,0,0,-5,0,0,-5,0,0,0,0,-9,5,0,0,0,-1,0,0,0,0,1,0,-1,3,-1,0,0,1,0,0,1,0,3,1,0,0,0,0,0,1,5,0,1,0,0,0,9,0,0,1000000,0,818,2367,1
9929,-5,-3,-9,0,-5,0,-1000000,0,0,0,0,-3,0,-1,-1,0,-1,0,-1,3,0,-3,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,3,0,1,1,1,0,0,9,-3,1,0,5,0,3,0,5,0,1000000,0,610,627,1
9930,0,0,-5,0,0,-5,-1000000,0,0,0,0,0,0,0,-3,-1,-1,-1,-3,-1,-1,0,-1,0,0,0,-1,0,0,1,9,0,0,0,1,0,0,0,-9,0,0,1,3,1,0,3,0,0,1,3,0,0,0,1,-3,0,5,0,0,0,0,5,1000000,0,1094,725,-1
9931,0,0,0,0,0,-5,-1000000,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,9,0,0,0,0,0,0,0,0,0,-3,0,-3,0,0,0,0,0,0,0,1000000,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-9,0,0,1383,989,-1
9932,0,-1000000,0,0,0,0,0,0,-1,-1,-1,-3,0,0,-1,-1,0,0,0,0,-9,0,0,0,0,1,-3,0,0,-1,0,0,1,0,3,0,-1,0,0,1,0,0,0,-5,0,0,1,0,0,0,9,0,0,1,3,1000000,0,5,3,0,0,0,0,0,1907,2362,1
9933,-5,0,0,-3,-1000000,-3,0,-5,0,0,0,0,-1,-1,-1,-1,1,5,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,3,1,0,0,0,0,1,0,-3,0,1,0,0,1,0,0,1,0,0,0,0,0,9,1000000,0,0,5,2095,1847,-1
9934,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,-1000000,0,0,0,0,-1,0,-1,0,0,0,-1,0,1,0,0,0,-9,0,1,-1,0,-3,0,-1,0,-1,0,1,0,0,0,1,0,1,-3,0,0,0,1,0,0,0,5,5,0,0,1000000,0,1829,1739,-1
9935,0,-5,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1000000,0,0,0,1,0,-3,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3,0,0,0,0,1,0,-9,0,0,-5,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,5,0,2015,367,-1
9936,-5,0,0,-9,-1000000,0,0,-5,-1,-1,0,-3,-3,-1,-1,0,0,0,-3,0,-1,-3,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,1,0,1,1,0,0,1,1,3,1,5,0,3,9,5,0,1000000,0,723,1161,1
9937,0,0,0,0,0,0,0,0,0,0,0,0,-1000000,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000000,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,1625,1
9938,0,-5,-3,0,-1000000,-3,0,-5,0,0,-9,0,0,0,-1,-1,0,0,-1,-1,-1,-3,0,0,-1,0,1,0,0,0,0,0,-1,3,0,1,-3,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,3,1,1,1,5,0,0,0,0,5,1000000,0,2046,2005,-1
9939,0,-5,-5,0,0,-3,0,0,0,-9,0,0,-3,-1000000,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,3,0,0,0,3,5,9,0,0,0,0,0,1000000,477,1429,1
9940,-1000000,0,0,0,3,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,1893,1743,-1
9941,0,0,-3,-9,-5,0,-1000000,0,-5,0,-3,0,0,-1,-1,0,0,0,-1,0,0,-3,0,-1,1,0,3,-3,-1,0,0,0,0,0,0,-1,0,0,0,3,9,0,0,1,0,0,1,0,0,0,0,3,1,1,3,1,5,0,0,0,1000000,0,0,5,1160,967,-1
9942,9,0,-3,0,-1000000,-3,0,-5,0,0,-9,-1,0,-1,-1,0,-1,-1,-3,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,5,0,3,0,0,5,1000000,0,2027,1405,-1
9943,-5,0,0,-9,0,-5,-1000000,0,0,-1,0,0,0,-1,-1,0,0,0,0,-1,-3,-3,0,-1,0,1,0,0,-1,0,0,1,-1,3,1,0,0,0,1,0,1,-3,3,0,1,0,0,0,0,3,0,0,3,1,0,0,0,0,5,9,0,0,1000000,0,1886,1920,1
